,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
126,2023-03-06,173.15033591982933,144.57518158141957,205.1033858032156,173.15033591982933,173.15033591982933,3.0352934955765214,3.0352934955765214,3.0352934955765214,3.0352934955765214,3.0352934955765214,3.0352934955765214,0.0,0.0,0.0,176.18562941540586
127,2023-03-07,173.59932576163916,141.879227130134,205.40953960022716,173.59932576163916,173.59932576163916,1.5820002578958459,1.5820002578958459,1.5820002578958459,1.5820002578958459,1.5820002578958459,1.5820002578958459,0.0,0.0,0.0,175.18132601953502
128,2023-03-08,174.04831560726203,143.13580355612234,208.28503441189187,174.04831560726203,174.04831560726203,1.9873178664002868,1.9873178664002868,1.9873178664002868,1.9873178664002868,1.9873178664002868,1.9873178664002868,0.0,0.0,0.0,176.0356334736623
129,2023-03-09,174.49730545288492,143.686302602332,210.11680864684496,174.49730545288492,174.49730545288492,0.891942042504117,0.891942042504117,0.891942042504117,0.891942042504117,0.891942042504117,0.891942042504117,0.0,0.0,0.0,175.38924749538904
130,2023-03-10,174.94629529850783,145.92732941663712,208.20447226341253,174.94629529850783,174.94629529850783,1.8047624686810657,1.8047624686810657,1.8047624686810657,1.8047624686810657,1.8047624686810657,1.8047624686810657,0.0,0.0,0.0,176.7510577671889
131,2023-03-13,176.2932648353764,147.58292667715142,211.12733768302184,176.2932648353764,176.2932648353764,3.035293495581661,3.035293495581661,3.035293495581661,3.035293495581661,3.035293495581661,3.035293495581661,0.0,0.0,0.0,179.32855833095806
132,2023-03-14,176.74225468099928,146.2754826009227,210.984639277596,176.74225468099928,176.74225468099928,1.5820002578933288,1.5820002578933288,1.5820002578933288,1.5820002578933288,1.5820002578933288,1.5820002578933288,0.0,0.0,0.0,178.3242549388926
133,2023-03-15,177.1912445266222,146.84184136268905,210.4205776379483,177.1912445266222,177.1912445266222,1.9873178664009705,1.9873178664009705,1.9873178664009705,1.9873178664009705,1.9873178664009705,1.9873178664009705,0.0,0.0,0.0,179.17856239302316
134,2023-03-16,177.64023437224503,147.59401158471354,209.00190404548684,177.64023437224503,177.64023437224503,0.8919420425012012,0.8919420425012012,0.8919420425012012,0.8919420425012012,0.8919420425012012,0.8919420425012012,0.0,0.0,0.0,178.53217641474623
135,2023-03-17,178.08922421786798,146.77117259568556,212.26900656839035,178.08922421786798,178.08922421786798,1.8047624686757755,1.8047624686757755,1.8047624686757755,1.8047624686757755,1.8047624686757755,1.8047624686757755,0.0,0.0,0.0,179.89398668654374
136,2023-03-20,179.43619376768183,151.81810368912804,214.65785387173113,179.43619376768183,179.43619376768183,3.035293495593818,3.035293495593818,3.035293495593818,3.035293495593818,3.035293495593818,3.035293495593818,0.0,0.0,0.0,182.47148726327563
137,2023-03-21,179.8851836176198,149.362413578241,212.93433277762105,179.8851836176198,179.8851836176198,1.5820002578908117,1.5820002578908117,1.5820002578908117,1.5820002578908117,1.5820002578908117,1.5820002578908117,0.0,0.0,0.0,181.4671838755106
138,2023-03-22,180.33417346755775,149.30382489029472,213.79916484088344,180.33417346755775,180.33417346755775,1.9873178664023723,1.9873178664023723,1.9873178664023723,1.9873178664023723,1.9873178664023723,1.9873178664023723,0.0,0.0,0.0,182.32149133396013
139,2023-03-23,180.78316331749568,149.48908878591018,213.1680102316218,180.78316331749568,180.78316331749568,0.8919420424982853,0.8919420424982853,0.8919420424982853,0.8919420424982853,0.8919420424982853,0.8919420424982853,0.0,0.0,0.0,181.67510535999395
